3.118171,0.000000,0.000000
3.118156,-0.008389,0.000000
3.118155,0.000391,0.000000
3.118164,-0.000070,0.000000
3.118138,-0.002379,0.000000
3.118123,0.001282,0.000000
3.118122,0.000049,0.000000
3.118118,0.000006,0.000000
3.118139,0.000106,0.000000
3.118122,-0.000555,0.000000
3.118135,0.000550,0.000000
3.118148,-0.000471,0.000000
3.118152,-0.000185,0.000000
3.118139,-0.000072,0.000000
3.118108,0.000366,0.000000
3.118086,0.000679,0.000000
3.118093,0.000377,0.000000
3.118114,-0.000271,0.000000
3.118106,-0.000464,0.000000
3.118107,0.000329,0.000000
3.118110,-0.000114,0.000000
3.118099,-0.000043,0.000000
3.118104,0.000275,0.000000
3.118104,-0.000190,0.000000
3.118110,0.000061,0.000000
3.118137,-0.000189,0.000000
3.118147,-0.000623,0.000000
3.118159,-0.000098,0.000000
3.118173,-0.000262,0.000000
3.118152,-0.000298,0.000000
3.118154,0.000616,0.000000
3.118159,-0.000218,0.000000
3.118154,0.002081,-0.000000
3.118152,-0.000402,0.000000
3.118153,0.002314,-0.000000
3.118155,-0.000636,0.000000
3.118160,0.000127,0.000000
3.118144,-0.000176,0.000000
3.118141,0.000459,0.000000
3.118139,-0.000040,0.000000
3.118112,0.000064,0.000000
3.118104,0.000661,0.000000
3.118102,0.000040,0.000000
3.118099,0.000032,0.000000
3.118104,0.000064,0.000000
3.118114,-0.000136,0.000000
3.118094,-0.000235,0.000000
3.118089,0.000576,0.000000
3.118077,-0.000016,0.000000
3.118090,0.000292,0.000000
3.118101,-0.000392,0.000000
3.118132,-0.000169,0.000000
3.118130,-0.000742,0.000000
3.118120,0.000244,0.000000
3.118129,0.000177,0.000000
3.118148,-0.000273,0.000000
3.118134,-0.000397,0.000000
3.118145,0.000444,0.000000
3.118173,-0.000395,0.000000
3.118181,-0.000588,0.000000
3.118161,-0.000047,0.000000
3.118173,0.000515,0.000000
3.118171,-0.000450,0.000000
3.118145,0.000169,0.000000
3.118129,0.000616,0.000000
3.118121,0.000231,0.000000
3.118131,0.000156,0.000000
3.118148,-0.000292,0.000000
3.118137,-0.000357,0.000000
3.118124,0.000379,0.000000
3.118116,0.000208,0.000000
3.118098,0.000162,0.000000
3.118111,0.000408,0.000000
3.118127,-0.000434,0.000000
3.118110,-0.000290,0.000000
3.118106,0.000506,0.000000
3.118113,-0.000022,0.000000
3.118108,-0.000180,0.000000
3.118092,0.000166,0.000000
3.118096,0.000359,0.000000
3.118071,-0.000182,0.000000
3.118078,0.000676,0.000000
3.118083,-0.000341,0.000000
3.118062,-0.000038,0.000000
3.118077,0.000513,0.000000
3.118093,-0.000497,0.000000
3.118094,-0.000286,0.000000
3.118115,0.000055,0.000000
3.118117,-0.000548,0.000000
3.118114,0.000099,0.000000
3.118103,0.000065,0.000000
3.118103,0.000241,0.000000
3.118074,-0.000062,0.000000
3.118090,0.000753,0.000000
3.118111,-0.000595,0.000000
3.118104,-0.000369,0.000000
3.118095,0.000256,0.000000
3.118116,0.000168,0.000000
3.118101,-0.000570,0.000000
3.118104,0.000512,0.000000
3.118106,-0.000209,0.000000
3.118105,0.000024,0.000000
3.118101,0.000012,0.000000
3.118110,0.000099,0.000000
3.118115,-0.000259,0.000000
3.118120,-0.000065,0.000000
3.118115,-0.000103,0.000000
3.118120,0.000158,0.000000
3.118140,-0.000178,0.000000
3.118137,-0.000434,0.000000
3.118129,0.000177,0.000000
3.118141,0.000158,0.000000
3.118158,-0.000346,0.000000
3.118165,-0.000349,0.000000
3.118168,-0.000078,0.000000
3.118170,-0.000058,0.000000
