0.010515, -0.000000, 0.000000, 0.024615, 0.013187, 95.102989
0.017914, -0.000000, 0.000000, 0.024615, 0.013187, 135.145798
0.027332, -0.000000, 0.000000, 0.024615, 0.013187, 106.177773
0.036759, -0.000000, 0.000000, 0.023736, 0.012308, 106.089066
0.046342, -0.000000, 0.000000, 0.023736, 0.013187, 104.347832
0.055769, -0.000000, 0.000000, 0.023736, 0.013187, 106.081100
0.065204, -0.000000, 0.000000, 0.024615, 0.013187, 105.987411
0.074496, -0.000000, 0.000000, 0.023736, 0.013187, 107.618484
0.083920, -0.000000, 0.000000, 0.026374, 0.013187, 106.112526
0.093343, -0.000000, 0.000000, 0.026374, 0.013187, 106.124725
0.102615, -0.000000, 0.000000, 0.025495, 0.013187, 107.848686
0.112029, -0.000000, 0.000000, 0.025495, 0.012308, 106.219604
0.121455, -0.000000, 0.000000, 0.023736, 0.013187, 106.091881
0.130891, -0.000000, 0.000000, 0.025495, 0.013187, 105.973831
0.140316, -0.000000, 0.000000, 0.023736, 0.013187, 106.102676
0.149724, -0.000000, 0.000000, 0.026374, 0.013187, 106.299103
0.159148, -0.000000, 0.000000, 0.024615, 0.013187, 106.102676
0.168579, -0.000000, 0.000000, 0.025495, 0.012308, 106.042198
0.178006, -0.000000, 0.000000, 0.025495, 0.013187, 106.077339
0.187425, -0.000000, 0.000000, 0.024615, 0.014066, 106.166512
0.196841, -0.000000, 0.000000, 0.024615, 0.012308, 106.196571
0.206364, -0.000000, 0.000000, 0.024615, 0.013187, 105.013062
0.215784, -0.000000, 0.000000, 0.024615, 0.012308, 106.162750
0.225203, -0.000000, 0.000000, 0.024615, 0.013187, 106.166031
0.234502, -0.000000, 0.000000, 0.024615, 0.012308, 107.536041
0.243926, -0.000000, 0.000000, 0.025495, 0.013187, 106.109238
0.253345, -0.000000, 0.000000, 0.024615, 0.013187, 106.168381
0.262624, -0.000000, 0.000000, 0.025495, 0.012308, 107.768295
0.272047, -0.000000, 0.000000, 0.026374, 0.013187, 106.128944
0.281468, -0.000000, 0.000000, 0.025495, 0.012308, 106.143501
0.290747, -0.000000, 0.000000, 0.024615, 0.013187, 107.777496
