Time,M1SupplyVoltage,M1Current,M1Speed,M2SupplyVoltage,M2Current,M2Speed
3.730000,4.092088,0.026374,-0.000000,4.092088,0.005275,0.000000,
3.740000,3.656923,0.026374,-0.000000,3.656923,0.007033,0.000000,
3.750000,3.603736,0.025495,-0.000000,3.603736,0.007033,0.000000,
3.760000,4.034066,0.027253,-0.000000,4.034066,0.005275,0.000000,
3.770000,3.497362,0.026374,-0.000000,3.497362,0.006154,0.000000,
3.780000,3.893846,0.025495,-0.000000,3.893846,0.007912,0.000000,
3.790000,3.777802,0.026374,-0.000000,3.777802,0.005275,0.000000,
3.800000,3.463516,0.026374,-0.000000,3.463516,0.005275,0.000000,
3.810000,4.082417,0.026374,-0.000000,4.082417,0.007033,0.000000,
3.820000,3.618242,0.026374,-0.000000,3.618242,0.006154,0.000000,
3.830000,3.623077,0.027253,-0.000000,3.623077,0.005275,0.000000,
3.840000,3.971209,0.025495,-0.000000,3.971209,0.007033,0.000000,
3.850000,3.478022,0.026374,-0.000000,3.478022,0.006154,0.000000,
3.860000,5.165494,0.203077,-0.000000,5.165494,0.207473,0.000000,
3.870000,5.228352,0.195165,1.283330,5.228352,0.181978,-1.283330,
3.880000,4.860879,0.174945,1.924995,4.860879,0.163516,-1.924995,
3.890000,5.620000,0.171429,3.208326,5.620000,0.163516,-3.208326,
3.900000,4.720659,0.163516,4.491656,4.720659,0.200440,-3.849991,
3.910000,5.170330,0.156484,5.774986,5.170330,0.145934,-5.133321,
3.920000,5.155824,0.136264,5.774986,5.155824,0.130989,-6.416652,
3.930000,4.619121,0.134505,7.699982,4.619121,0.116923,-6.416652,
3.940000,5.363736,0.108132,7.699982,5.363736,0.122198,-7.699982,
3.950000,4.686813,0.136264,8.341647,4.686813,0.105495,-8.341647,
3.960000,4.633626,0.120440,9.624977,4.633626,0.111648,-8.341647,
3.970000,5.242857,0.113407,9.624977,5.242857,0.089670,-9.624977,
3.980000,4.541758,0.116044,10.908308,4.541758,0.110769,-10.266643,
3.990000,4.793187,0.119560,10.908308,4.793187,0.104615,-10.266643,
4.000000,4.769011,0.112527,12.191638,4.769011,0.101099,-10.908308,
4.010000,4.382198,0.103736,12.191638,4.382198,0.090549,-11.549973,
4.020000,5.155824,0.129231,12.833303,5.155824,0.087912,-12.191638,
4.030000,4.619121,0.097582,12.833303,4.619121,0.125714,-12.191638,
4.040000,4.503077,0.091429,13.474968,4.503077,0.084396,-12.833303,
4.050000,5.063956,0.107253,14.116634,5.063956,0.087033,-13.474968,
4.060000,4.430549,0.101099,14.758299,4.430549,0.087033,-13.474968,
4.070000,4.856044,0.115165,14.758299,4.856044,0.080000,-14.116634,
4.080000,4.720659,0.093187,15.399964,4.720659,0.088791,-14.116634,
4.090000,3.947033,0.095824,15.399964,3.947033,0.080879,-14.758299,
4.100000,4.947912,0.096703,16.041629,4.947912,0.080879,-15.399964,
4.110000,4.532088,0.099341,16.683294,4.532088,0.078242,-15.399964,
4.120000,4.416044,0.094945,16.683294,4.416044,0.080879,-15.399964,
4.130000,5.025275,0.106374,17.324959,5.025275,0.080000,-16.041629,
4.140000,4.338681,0.094066,17.324959,4.338681,0.077363,-16.683294,
4.150000,4.947912,0.091429,17.324959,4.947912,0.074725,-16.041629,
4.160000,4.580440,0.091429,17.966625,4.580440,0.082637,-17.324959,
4.170000,4.295165,0.091429,18.608290,4.295165,0.070330,-16.683294,
4.180000,5.020440,0.092308,18.608290,5.020440,0.115165,-17.324959,
4.190000,4.527253,0.092308,18.608290,4.527253,0.078242,-17.324959,
4.200000,4.324176,0.089670,18.608290,4.324176,0.072967,-17.966625,
4.210000,4.991429,0.095824,19.249955,4.991429,0.077363,-17.324959,
4.220000,4.179121,0.092308,19.249955,4.179121,0.080879,-18.608290,
4.230000,4.623956,0.092308,19.891620,4.623956,0.080000,-17.966625,
4.240000,4.672307,0.077363,19.891620,4.672307,0.074725,-17.966625,
4.250000,4.275824,0.100220,19.891620,4.275824,0.074725,-19.249955,
4.260000,4.991429,0.087912,20.533285,4.991429,0.060659,-18.608290,
4.270000,4.425714,0.087912,19.891620,4.425714,0.072967,-18.608290,
4.280000,4.285494,0.086154,21.174950,4.285494,0.073846,-19.249955,
4.290000,4.962418,0.089670,21.174950,4.962418,0.076484,-19.249955,
4.300000,4.290329,0.089670,20.533285,4.290329,0.080000,-19.249955,
4.310000,4.570769,0.089670,21.174950,4.570769,0.072967,-19.249955,
4.320000,4.488572,0.080879,21.816616,4.488572,0.072967,-19.891620,
4.330000,4.275824,0.091429,21.174950,4.275824,0.074725,-19.891620,
4.340000,4.827033,0.088791,21.816616,4.827033,0.068571,-19.249955,
4.350000,4.411209,0.087912,21.174950,4.411209,0.074725,-20.533285,
4.360000,4.275824,0.088791,22.458281,4.275824,0.072967,-19.891620,
4.370000,4.938241,0.088791,21.816616,4.938241,0.080000,-19.891620,
4.380000,4.203297,0.085275,21.816616,4.203297,0.071209,-20.533285,
4.390000,4.324176,0.088791,22.458281,4.324176,0.072967,-20.533285,
4.400000,4.604615,0.090549,22.458281,4.604615,0.072088,-19.891620,
4.410000,4.261319,0.086154,22.458281,4.261319,0.069451,-20.533285,
4.420000,4.841538,0.091429,22.458281,4.841538,0.072088,-21.174950,
4.430000,4.237143,0.087912,22.458281,4.237143,0.073846,-20.533285,
4.440000,4.290329,0.087033,23.099946,4.290329,0.086154,-20.533285,
4.450000,4.498242,0.087033,23.099946,4.498242,0.072967,-21.174950,
4.460000,4.106594,0.087912,22.458281,4.106594,0.072088,-20.533285,
4.470000,4.681978,0.088791,23.099946,4.681978,0.072967,-21.174950,
4.480000,4.435384,0.087912,23.099946,4.435384,0.072967,-21.174950,
4.490000,4.135604,0.109011,23.741611,4.135604,0.072088,-21.174950,
4.500000,4.856044,0.087912,23.099946,4.856044,0.076484,-21.816616,
4.510000,4.358022,0.084396,23.741611,4.358022,0.069451,-21.174950,
4.520000,4.319341,0.086154,23.099946,4.319341,0.071209,-21.174950,
4.530000,4.831868,0.091429,23.741611,4.831868,0.073846,-21.816616,
4.540000,4.246813,0.083516,23.741611,4.246813,0.072088,-21.174950,
4.550000,4.667472,0.087912,23.741611,4.667472,0.065934,-21.816616,
4.560000,4.454725,0.086154,23.741611,4.454725,0.069451,-21.174950,
4.570000,4.285494,0.100220,23.741611,4.285494,0.072967,-21.816616,
4.580000,4.962418,0.085275,23.741611,4.962418,0.072088,-21.816616,
4.590000,4.096923,0.085275,23.741611,4.096923,0.071209,-21.816616,
4.600000,4.309670,0.084396,23.741611,4.309670,0.071209,-21.816616,
4.610000,4.827033,0.086154,24.383276,4.827033,0.072088,-21.174950,
4.620000,3.816483,0.086154,23.741611,3.816483,0.072967,-21.816616,
4.630000,4.817362,0.087912,24.383276,4.817362,0.070330,-21.816616,
4.640000,4.154945,0.087912,24.383276,4.154945,0.068571,-22.458281,
4.650000,4.227473,0.084396,24.383276,4.227473,0.072088,-21.816616,
4.660000,4.827033,0.082637,24.383276,4.827033,0.072967,-21.816616,
4.670000,4.338681,0.086154,24.383276,4.338681,0.081758,-21.816616,
4.680000,4.353187,0.084396,23.741611,4.353187,0.069451,-21.816616,
4.690000,4.793187,0.085275,25.024941,4.793187,0.071209,-22.458281,
4.700000,4.087253,0.086154,24.383276,4.087253,0.070330,-21.816616,
4.710000,4.841538,0.087033,24.383276,4.841538,0.068571,-22.458281,
4.720000,4.401538,0.084396,24.383276,4.401538,0.071209,-21.816616,
4.730000,4.270989,0.086154,24.383276,4.270989,0.068571,-22.458281,
4.740000,4.856044,0.086154,25.024941,4.856044,0.071209,-22.458281,
4.750000,4.348351,0.118681,24.383276,4.348351,0.070330,-21.816616,
4.760000,4.483736,0.086154,25.024941,4.483736,0.070330,-22.458281,
4.770000,4.527253,0.086154,24.383276,4.527253,0.068571,-22.458281,
4.780000,4.217802,0.084396,25.024941,4.217802,0.071209,-22.458281,
4.790000,4.691648,0.084396,24.383276,4.691648,0.070330,-22.458281,
4.800000,4.396703,0.087033,25.024941,4.396703,0.069451,-21.816616,
4.810000,4.251648,0.116923,24.383276,4.251648,0.072967,-22.458281,
4.820000,4.817362,0.087033,25.024941,4.817362,0.071209,-22.458281,
4.830000,4.183956,0.085275,24.383276,4.183956,0.069451,-22.458281,
4.840000,4.483736,0.086154,25.024941,4.483736,0.072967,-22.458281,
4.850000,4.594945,0.083516,25.024941,4.594945,0.076484,-21.816616,
4.860000,4.212967,0.087033,24.383276,4.212967,0.071209,-22.458281,
4.870000,4.880220,0.087912,25.024941,4.880220,0.072967,-22.458281,
4.880000,4.522418,0.086154,25.666607,4.522418,0.068571,-22.458281,
4.890000,4.150110,0.086154,25.024941,4.150110,0.063297,-23.099946,
4.900000,4.831868,0.087033,25.024941,4.831868,0.070330,-22.458281,
4.910000,4.285494,0.088791,24.383276,4.285494,0.070330,-21.816616,
4.920000,4.435384,0.083516,25.024941,4.435384,0.090549,-22.458281,
4.930000,4.749670,0.084396,25.024941,4.749670,0.068571,-22.458281,
4.940000,4.208132,0.088791,25.024941,4.208132,0.068571,-22.458281,
4.950000,4.846374,0.085275,25.024941,4.846374,0.090549,-22.458281,
4.960000,3.772967,0.086154,25.024941,3.772967,0.070330,-22.458281,
4.970000,4.125934,0.083516,25.024941,4.125934,0.069451,-22.458281,
4.980000,4.817362,0.085275,25.666607,4.817362,0.073846,-22.458281,
4.990000,4.087253,0.083516,25.024941,4.087253,0.069451,-22.458281,
5.000000,4.561099,0.085275,25.024941,4.561099,0.072088,-22.458281,
5.010000,4.532088,0.084396,25.024941,4.532088,0.069451,-23.099946,
5.020000,4.140440,0.085275,25.024941,4.140440,0.069451,-22.458281,
5.030000,4.894725,0.088791,25.024941,4.894725,0.072088,-22.458281,
5.040000,4.445055,0.085275,25.024941,4.445055,0.067692,-22.458281,
5.050000,4.348351,0.086154,25.024941,4.348351,0.072088,-23.099946,
5.060000,4.783516,0.085275,25.666607,4.783516,0.069451,-22.458281,
5.070000,4.140440,0.087033,25.024941,4.140440,0.071209,-22.458281,
5.080000,4.391868,0.083516,25.024941,4.391868,0.069451,-23.099946,
5.090000,4.652967,0.082637,25.024941,4.652967,0.068571,-22.458281,
5.100000,4.222638,0.083516,25.024941,4.222638,0.068571,-22.458281,
5.110000,4.783516,0.085275,25.666607,4.783516,0.068571,-23.099946,
5.120000,4.266154,0.085275,25.024941,4.266154,0.071209,-21.816616,
5.130000,4.348351,0.084396,25.024941,4.348351,0.067692,-23.099946,
5.140000,4.904396,0.085275,25.024941,4.904396,0.063297,-22.458281,
5.150000,4.208132,0.084396,25.666607,4.208132,0.071209,-22.458281,
5.160000,4.527253,0.087033,25.024941,4.527253,0.067692,-22.458281,
5.170000,4.474066,0.087033,25.666607,4.474066,0.064176,-23.099946,
5.180000,4.053407,0.087033,25.024941,4.053407,0.069451,-22.458281,
5.190000,4.773846,0.088791,25.666607,4.773846,0.072088,-22.458281,
5.200000,4.387033,0.083516,25.024941,4.387033,0.090549,-22.458281,
5.210000,4.358022,0.082637,25.666607,4.358022,0.060659,-23.099946,
5.220000,4.865714,0.085275,25.024941,4.865714,0.070330,-22.458281,
5.230000,4.043736,0.084396,25.024941,4.043736,0.070330,-22.458281,
5.240000,4.546593,0.083516,25.666607,4.546593,0.069451,-22.458281,
5.250000,4.445055,0.086154,25.024941,4.445055,0.072088,-22.458281,
5.260000,4.092088,0.085275,25.666607,4.092088,0.070330,-23.099946,
5.270000,4.952747,0.086154,25.024941,4.952747,0.087912,-22.458281,
5.280000,3.801978,0.091429,25.024941,3.801978,0.071209,-22.458281,
5.290000,4.266154,0.079121,25.024941,4.266154,0.071209,-22.458281,
5.300000,4.677143,0.085275,25.666607,4.677143,0.069451,-23.099946,
5.310000,3.835824,0.083516,25.024941,3.835824,0.069451,-22.458281,
5.320000,4.706154,0.086154,26.949937,4.706154,0.073846,-24.383276,
5.330000,4.449890,0.086154,25.024941,4.449890,0.068571,-22.458281,
5.340000,4.087253,0.090549,25.666607,4.087253,0.071209,-22.458281,
5.350000,4.783516,0.085275,25.024941,4.783516,0.071209,-23.099946,
5.360000,4.241978,0.083516,25.666607,4.241978,0.070330,-23.099946,
5.370000,4.353187,0.086154,25.024941,4.353187,0.069451,-22.458281,
5.380000,4.899560,0.087033,25.666607,4.899560,0.069451,-22.458281,
5.390000,4.222638,0.085275,25.666607,4.222638,0.070330,-23.099946,
5.400000,4.706154,0.085275,25.024941,4.706154,0.068571,-22.458281,
5.410000,4.517582,0.084396,25.666607,4.517582,0.071209,-22.458281,
5.420000,4.169450,0.084396,25.024941,4.169450,0.072088,-23.099946,
5.430000,4.783516,0.084396,25.666607,4.783516,0.072967,-22.458281,
5.440000,4.241978,0.090549,25.666607,4.241978,0.070330,-23.099946,
5.450000,4.266154,0.085275,25.024941,4.266154,0.070330,-22.458281,
5.460000,4.648132,0.087033,25.666607,4.648132,0.068571,-22.458281,
5.470000,4.087253,0.085275,25.024941,4.087253,0.073846,-23.099946,
5.480000,4.623956,0.086154,26.308272,4.623956,0.072088,-23.099946,
5.490000,4.449890,0.084396,25.024941,4.449890,0.068571,-22.458281,
5.500000,4.246813,0.086154,25.666607,4.246813,0.073846,-23.099946,
5.510000,4.943077,0.084396,25.666607,4.943077,0.068571,-22.458281,
5.520000,4.387033,0.085275,25.024941,4.387033,0.067692,-22.458281,
5.530000,4.382198,0.085275,25.666607,4.382198,0.068571,-23.099946,
5.540000,4.846374,0.089670,25.024941,4.846374,0.067692,-22.458281,
5.550000,4.208132,0.086154,25.666607,4.208132,0.072088,-23.099946,
5.560000,4.643297,0.087033,25.024941,4.643297,0.069451,-22.458281,
5.570000,4.382198,0.086154,25.666607,4.382198,0.072088,-22.458281,
5.580000,4.232308,0.098462,25.024941,4.232308,0.069451,-23.099946,
5.590000,4.972088,0.084396,25.666607,4.972088,0.097582,-22.458281,
5.600000,3.714945,0.080000,25.666607,3.714945,0.069451,-23.099946,
5.610000,4.425714,0.084396,25.666607,4.425714,0.061538,-22.458281,
5.620000,4.802857,0.084396,25.024941,4.802857,0.070330,-23.099946,
5.630000,4.208132,0.087912,25.666607,4.208132,0.067692,-22.458281,
5.640000,4.769011,0.084396,25.666607,4.769011,0.071209,-23.099946,
5.650000,4.343517,0.084396,25.024941,4.343517,0.068571,-23.099946,
5.660000,4.290329,0.083516,25.666607,4.290329,0.070330,-22.458281,
5.670000,4.923737,0.082637,26.308272,4.923737,0.068571,-23.741611,
5.680000,4.309670,0.083516,25.024941,4.309670,0.069451,-21.816616,
5.690000,4.300000,0.085275,25.666607,4.300000,0.067692,-23.099946,
5.700000,4.667472,0.084396,25.024941,4.667472,0.070330,-22.458281,
5.710000,4.256484,0.083516,26.308272,4.256484,0.068571,-23.099946,
5.720000,4.657802,0.083516,25.024941,4.657802,0.067692,-22.458281,
5.730000,4.416044,0.086154,25.666607,4.416044,0.076484,-23.099946,
5.740000,4.092088,0.086154,25.666607,4.092088,0.068571,-22.458281,
5.750000,4.831868,0.092308,25.024941,4.831868,0.072967,-23.099946,
5.760000,4.241978,0.087912,25.666607,4.241978,0.069451,-22.458281,
5.770000,4.464396,0.086154,25.024941,4.464396,0.070330,-22.458281,
5.780000,4.793187,0.084396,25.666607,4.793187,0.069451,-23.099946,
5.790000,3.434505,0.026374,25.024941,3.434505,0.007033,-22.458281,
5.800000,3.898681,0.026374,25.024941,3.898681,0.007033,-21.816616,
5.810000,3.700440,0.026374,23.741611,3.700440,0.007033,-21.174950,
5.820000,3.569890,0.025495,23.741611,3.569890,0.007033,-21.174950,
5.830000,4.179121,0.025495,23.099946,4.179121,0.007912,-20.533285,
5.840000,3.550550,0.026374,22.458281,3.550550,0.007033,-19.891620,
5.850000,3.594066,0.026374,22.458281,3.594066,0.006154,-19.249955,
5.860000,4.009890,0.026374,21.816616,4.009890,0.006154,-19.249955,
5.870000,3.565055,0.026374,21.174950,3.565055,0.005275,-18.608290,
5.880000,3.898681,0.025495,21.174950,3.898681,0.007033,-17.966625,
5.890000,3.816483,0.026374,19.891620,3.816483,0.007033,-17.324959,
5.900000,3.560220,0.026374,19.891620,3.560220,0.006154,-16.683294,
5.910000,4.038901,0.026374,19.249955,4.038901,0.007033,-17.324959,
5.920000,2.994506,0.026374,19.249955,2.994506,0.006154,-15.399964,
5.930000,3.763297,0.026374,17.966625,3.763297,0.007033,-16.041629,
5.940000,4.009890,0.026374,17.966625,4.009890,0.005275,-14.758299,
5.950000,3.550550,0.026374,17.966625,3.550550,0.007912,-14.758299,
5.960000,3.913187,0.026374,17.324959,3.913187,0.006154,-14.116634,
5.970000,3.811649,0.026374,16.683294,3.811649,0.007033,-14.116634,
5.980000,3.420000,0.026374,16.041629,3.420000,0.007033,-13.474968,
5.990000,4.034066,0.026374,16.041629,4.034066,0.006154,-12.833303,
6.000000,3.536044,0.025495,14.758299,3.536044,0.007033,-12.833303,
6.010000,3.637582,0.026374,15.399964,3.637582,0.006154,-11.549973,
6.020000,4.000220,0.026374,14.116634,4.000220,0.007912,-12.191638,
6.030000,3.415165,0.026374,14.116634,3.415165,0.006154,-10.908308,
6.040000,3.927692,0.025495,13.474968,3.927692,0.007033,-10.908308,
6.050000,3.685934,0.025495,12.833303,3.685934,0.007033,-10.266643,
6.060000,3.410330,0.027253,12.833303,3.410330,0.006154,-9.624977,
6.070000,4.029231,0.026374,12.191638,4.029231,0.006154,-9.624977,
6.080000,3.652088,0.025495,12.191638,3.652088,0.007033,-9.624977,
6.090000,3.623077,0.025495,11.549973,3.623077,0.007912,-8.341647,
6.100000,4.014725,0.025495,10.908308,4.014725,0.006154,-8.341647,
6.110000,3.560220,0.026374,10.908308,3.560220,0.006154,-8.341647,
6.120000,4.038901,0.026374,10.266643,4.038901,0.007033,-7.058317,
6.130000,3.792308,0.026374,9.624977,3.792308,0.007033,-7.058317,
6.140000,3.429670,0.025495,9.624977,3.429670,0.006154,-7.058317,
6.150000,4.174286,0.025495,8.983312,4.174286,0.007033,-6.416652,
6.160000,3.521538,0.025495,8.341647,3.521538,0.007033,-6.416652,
6.170000,3.666593,0.026374,8.341647,3.666593,0.007033,-5.133321,
6.180000,3.845495,0.025495,7.699982,3.845495,0.006154,-5.774986,
6.190000,3.434505,0.025495,7.699982,3.434505,0.007033,-4.491656,
6.200000,3.942198,0.026374,7.058317,3.942198,0.006154,-5.133321,
6.210000,3.811649,0.025495,6.416652,3.811649,0.007912,-3.849991,
6.220000,3.424835,0.026374,6.416652,3.424835,0.005275,-4.491656,
6.230000,4.174286,0.027253,6.416652,4.174286,0.006154,-3.208326,
6.240000,2.491648,0.024615,5.774986,2.491648,0.007033,-3.208326,
6.250000,3.864835,0.026374,5.133321,3.864835,0.006154,-3.208326,
6.260000,3.922857,0.026374,4.491656,3.922857,0.007033,-2.566661,
6.270000,3.584396,0.026374,5.133321,3.584396,0.007033,-2.566661,
6.280000,3.956703,0.025495,3.849991,3.956703,0.007912,-1.924995,
6.290000,3.758461,0.025495,3.849991,3.758461,0.007033,-1.283330,
6.300000,3.468352,0.025495,3.849991,3.468352,0.007033,-1.283330,
6.310000,4.019560,0.025495,3.208326,4.019560,0.007033,-1.283330,
6.320000,3.507033,0.026374,2.566661,3.507033,0.007033,0.000000,
6.330000,3.792308,0.026374,2.566661,3.792308,0.007033,0.000000,
6.340000,3.787473,0.026374,2.566661,3.787473,0.007033,0.000000,
6.350000,3.376483,0.026374,1.924995,3.376483,0.006154,0.000000,
6.360000,4.145275,0.026374,1.283330,4.145275,0.007912,0.641665,
6.370000,3.603736,0.026374,1.283330,3.603736,0.007033,0.000000,
6.380000,3.647253,0.025495,1.283330,3.647253,0.006154,0.000000,
6.390000,4.063077,0.025495,-0.000000,4.063077,0.005275,0.641665,
6.400000,3.536044,0.026374,-0.000000,3.536044,0.006154,0.641665,
6.410000,3.850330,0.026374,-0.000000,3.850330,0.006154,0.000000,
6.420000,3.826154,0.026374,-0.641665,3.826154,0.007912,0.000000,
6.430000,3.478022,0.024615,-0.641665,3.478022,0.007912,0.000000,
6.440000,4.058242,0.027253,-0.000000,4.058242,0.005275,0.000000,
6.450000,3.666593,0.026374,-0.000000,3.666593,0.006154,0.000000,
6.460000,3.584396,0.026374,-0.000000,3.584396,0.007912,0.000000,
6.470000,4.058242,0.025495,-0.000000,4.058242,0.007033,0.000000,
6.480000,3.526374,0.026374,-0.000000,3.526374,0.006154,0.000000,
6.490000,3.874506,0.026374,-0.000000,3.874506,0.006154,0.000000,
6.500000,3.821319,0.027253,-0.000000,3.821319,0.006154,0.000000,
6.510000,3.487692,0.025495,-0.000000,3.487692,0.007033,0.000000,
6.520000,4.077582,0.027253,-0.000000,4.077582,0.004396,0.000000,
6.530000,3.647253,0.025495,-0.000000,3.647253,0.005275,0.000000,
6.540000,3.589231,0.025495,-0.000000,3.589231,0.006154,0.000000,
6.550000,4.029231,0.026374,-0.000000,4.029231,0.007033,0.000000,
6.560000,3.516703,0.026374,-0.000000,3.516703,0.005275,0.000000,
6.570000,3.898681,0.026374,-0.000000,3.898681,0.007033,0.000000,
6.580000,3.801978,0.025495,-0.000000,3.801978,0.005275,0.000000,
6.590000,3.502198,0.025495,-0.000000,3.502198,0.006154,0.000000,
6.600000,4.082417,0.026374,-0.000000,4.082417,0.007033,0.000000,
6.610000,3.618242,0.026374,-0.000000,3.618242,0.006154,0.000000,
6.620000,3.603736,0.026374,-0.000000,3.603736,0.007033,0.000000,
6.630000,4.009890,0.027253,-0.000000,4.009890,0.006154,0.000000,
6.640000,3.497362,0.025495,-0.000000,3.497362,0.007033,0.000000,
6.650000,3.922857,0.025495,-0.000000,3.922857,0.007912,0.000000,
6.660000,3.787473,0.025495,-0.000000,3.787473,0.007033,0.000000,
6.670000,3.492527,0.026374,-0.000000,3.492527,0.006154,0.000000,
6.680000,4.106594,0.025495,-0.000000,4.106594,0.007033,0.000000,
6.690000,3.623077,0.026374,-0.000000,3.623077,0.005275,0.000000,
6.700000,3.623077,0.027253,-0.000000,3.623077,0.005275,0.000000,
6.710000,3.995384,0.026374,-0.000000,3.995384,0.006154,0.000000,
6.720000,3.507033,0.026374,-0.000000,3.507033,0.007033,0.000000,
6.730000,3.937363,0.026374,-0.000000,3.937363,0.006154,0.000000,
6.740000,3.763297,0.026374,-0.000000,3.763297,0.006154,0.000000,
6.750000,3.497362,0.026374,-0.000000,3.497362,0.007912,0.000000,
6.760000,4.111429,0.024615,-0.000000,4.111429,0.007033,0.000000,
6.770000,3.613406,0.024615,-0.000000,3.613406,0.007033,0.000000,
6.780000,3.637582,0.025495,-0.000000,3.637582,0.006154,0.000000,
6.790000,3.985714,0.026374,-0.000000,3.985714,0.005275,0.000000,
6.800000,3.511868,0.026374,-0.000000,3.511868,0.007033,0.000000,
6.810000,3.942198,0.027253,-0.000000,3.942198,0.006154,0.000000,
6.820000,3.777802,0.027253,-0.000000,3.777802,0.004396,0.000000,
6.830000,3.487692,0.027253,-0.000000,3.487692,0.007033,0.000000,
6.840000,4.077582,0.025495,-0.000000,4.077582,0.006154,0.000000,
6.850000,3.594066,0.026374,-0.000000,3.594066,0.007033,0.000000,
6.860000,3.676264,0.025495,-0.000000,3.676264,0.008791,0.000000,
6.870000,3.932528,0.025495,-0.000000,3.932528,0.007033,0.000000,
6.880000,3.482857,0.027253,-0.000000,3.482857,0.006154,0.000000,
6.890000,3.947033,0.026374,-0.000000,3.947033,0.007033,0.000000,
6.900000,3.758461,0.027253,-0.000000,3.758461,0.007033,0.000000,
6.910000,3.478022,0.027253,-0.000000,3.478022,0.006154,0.000000,
6.920000,4.096923,0.026374,-0.000000,4.096923,0.006154,0.000000,
6.930000,3.589231,0.025495,-0.000000,3.589231,0.005275,0.000000,
6.940000,3.734286,0.026374,-0.000000,3.734286,0.007033,0.000000,
6.950000,3.850330,0.027253,-0.000000,3.850330,0.007033,0.000000,
6.960000,3.497362,0.027253,-0.000000,3.497362,0.004396,0.000000,
6.970000,4.034066,0.026374,-0.000000,4.034066,0.007033,0.000000,
6.980000,3.700440,0.026374,-0.000000,3.700440,0.006154,0.000000,
6.990000,3.531209,0.027253,-0.000000,3.531209,0.005275,0.000000,
7.000000,4.087253,0.026374,-0.000000,4.087253,0.007033,0.000000,
7.010000,3.540879,0.027253,-0.000000,3.540879,0.006154,0.000000,
7.020000,3.801978,0.025495,-0.000000,3.801978,0.007912,0.000000,
7.030000,3.826154,0.025495,-0.000000,3.826154,0.006154,0.000000,
7.040000,3.473187,0.027253,-0.000000,3.473187,0.007033,0.000000,
7.050000,4.048571,0.025495,-0.000000,4.048571,0.007912,0.000000,
7.060000,3.661758,0.026374,-0.000000,3.661758,0.006154,0.000000,
7.070000,3.531209,0.026374,-0.000000,3.531209,0.007033,0.000000,
7.080000,4.043736,0.026374,-0.000000,4.043736,0.007033,0.000000,
7.090000,3.516703,0.027253,-0.000000,3.516703,0.005275,0.000000,
7.100000,3.850330,0.025495,-0.000000,3.850330,0.006154,0.000000,
7.110000,3.826154,0.026374,-0.000000,3.826154,0.007033,0.000000,
7.120000,3.482857,0.026374,-0.000000,3.482857,0.005275,0.000000,
7.130000,4.087253,0.025495,-0.000000,4.087253,0.006154,0.000000,
7.140000,3.647253,0.026374,-0.000000,3.647253,0.006154,0.000000,
7.150000,3.565055,0.025495,-0.000000,3.565055,0.005275,0.000000,
7.160000,4.048571,0.026374,-0.000000,4.048571,0.006154,0.000000,
7.170000,3.531209,0.026374,-0.000000,3.531209,0.004396,0.000000,
7.180000,3.874506,0.025495,-0.000000,3.874506,0.007912,0.000000,
7.190000,3.826154,0.025495,-0.000000,3.826154,0.007912,0.000000,
7.200000,3.492527,0.025495,-0.000000,3.492527,0.007033,0.000000,
7.210000,3.942198,0.026374,-0.000000,3.942198,0.004396,0.000000,
7.220000,3.647253,0.025495,-0.000000,3.647253,0.007033,0.000000,
7.230000,3.594066,0.026374,-0.000000,3.594066,0.007033,0.000000,
7.240000,4.009890,0.026374,-0.000000,4.009890,0.007033,0.000000,
7.250000,3.497362,0.025495,-0.000000,3.497362,0.007912,0.000000,
7.260000,3.908352,0.027253,-0.000000,3.908352,0.006154,0.000000,
7.270000,3.782637,0.026374,-0.000000,3.782637,0.005275,0.000000,
7.280000,3.473187,0.025495,-0.000000,3.473187,0.006154,0.000000,
7.290000,4.087253,0.025495,-0.000000,4.087253,0.006154,0.000000,
7.300000,3.647253,0.026374,-0.000000,3.647253,0.006154,0.000000,
7.310000,3.608571,0.025495,-0.000000,3.608571,0.007912,0.000000,
7.320000,3.971209,0.026374,-0.000000,3.971209,0.007033,0.000000,
7.330000,3.531209,0.026374,-0.000000,3.531209,0.006154,0.000000,
7.340000,3.908352,0.026374,-0.000000,3.908352,0.006154,0.000000,
7.350000,3.816483,0.026374,-0.000000,3.816483,0.005275,0.000000,
7.360000,3.473187,0.025495,-0.000000,3.473187,0.007912,0.000000,
7.370000,4.077582,0.026374,-0.000000,4.077582,0.007912,0.000000,
7.380000,3.627912,0.025495,-0.000000,3.627912,0.007033,0.000000,
7.390000,3.608571,0.026374,-0.000000,3.608571,0.006154,0.000000,
7.400000,4.014725,0.026374,-0.000000,4.014725,0.005275,0.000000,
7.410000,3.497362,0.025495,-0.000000,3.497362,0.007033,0.000000,
7.420000,3.913187,0.026374,-0.000000,3.913187,0.006154,0.000000,
7.430000,3.782637,0.027253,-0.000000,3.782637,0.005275,0.000000,
7.440000,3.497362,0.026374,-0.000000,3.497362,0.007033,0.000000,
7.450000,4.092088,0.025495,-0.000000,4.092088,0.006154,0.000000,
7.460000,3.632747,0.026374,-0.000000,3.632747,0.006154,0.000000,
7.470000,3.642417,0.026374,-0.000000,3.642417,0.007033,0.000000,
7.480000,3.956703,0.027253,-0.000000,3.956703,0.006154,0.000000,
7.490000,3.497362,0.025495,-0.000000,3.497362,0.005275,0.000000,
