Time,M1SupplyVoltage,M1Current,M1Speed,M2SupplyVoltage,M2Current,M2Speed
7.500000,3.966374,0.025495,-0.000000,3.966374,0.006154,0.000000,
7.510000,3.772967,0.025495,-0.000000,3.772967,0.007033,0.000000,
7.520000,3.492527,0.025495,-0.000000,3.492527,0.007912,0.000000,
7.530000,3.918022,0.026374,-0.000000,3.918022,0.006154,0.000000,
7.540000,3.569890,0.026374,-0.000000,3.569890,0.005275,0.000000,
7.550000,3.719780,0.025495,-0.000000,3.719780,0.006154,0.000000,
7.560000,3.898681,0.026374,-0.000000,3.898681,0.007033,0.000000,
7.570000,3.497362,0.025495,-0.000000,3.497362,0.005275,0.000000,
7.580000,4.000220,0.025495,-0.000000,4.000220,0.006154,0.000000,
7.590000,3.719780,0.024615,-0.000000,3.719780,0.008791,0.000000,
7.600000,3.497362,0.025495,-0.000000,3.497362,0.007912,0.000000,
7.610000,4.087253,0.025495,-0.000000,4.087253,0.006154,0.000000,
7.620000,3.574725,0.025495,-0.000000,3.574725,0.006154,0.000000,
7.630000,3.772967,0.025495,-0.000000,3.772967,0.007912,0.000000,
7.640000,3.869670,0.027253,-0.000000,3.869670,0.004396,0.000000,
7.650000,3.497362,0.025495,-0.000000,3.497362,0.007912,0.000000,
7.660000,4.029231,0.026374,-0.000000,4.029231,0.006154,0.000000,
7.670000,3.700440,0.025495,-0.000000,3.700440,0.006154,0.000000,
7.680000,3.516703,0.025495,-0.000000,3.516703,0.007033,0.000000,
7.690000,4.067912,0.026374,-0.000000,4.067912,0.006154,0.000000,
7.700000,3.526374,0.026374,-0.000000,3.526374,0.007033,0.000000,
7.710000,3.801978,0.025495,-0.000000,3.801978,0.007912,0.000000,
7.720000,3.850330,0.025495,-0.000000,3.850330,0.007033,0.000000,
7.730000,3.482857,0.026374,-0.000000,3.482857,0.007033,0.000000,
7.740000,4.034066,0.025495,-0.000000,4.034066,0.006154,0.000000,
7.750000,3.690769,0.026374,-0.000000,3.690769,0.007912,0.000000,
7.760000,3.531209,0.025495,-0.000000,3.531209,0.007033,0.000000,
7.770000,4.077582,0.026374,-0.000000,4.077582,0.005275,0.000000,
7.780000,3.536044,0.026374,-0.000000,3.536044,0.007033,0.000000,
7.790000,3.821319,0.026374,-0.000000,3.821319,0.005275,0.000000,
7.800000,3.840659,0.025495,-0.000000,3.840659,0.005275,0.000000,
7.810000,3.492527,0.026374,-0.000000,3.492527,0.006154,0.000000,
7.820000,4.043736,0.025495,-0.000000,4.043736,0.007033,0.000000,
7.830000,3.661758,0.026374,-0.000000,3.661758,0.007033,0.000000,
7.840000,3.555385,0.025495,-0.000000,3.555385,0.006154,0.000000,
7.850000,3.772967,0.026374,-0.000000,3.772967,0.006154,0.000000,
7.860000,3.526374,0.026374,-0.000000,3.526374,0.006154,0.000000,
7.870000,3.874506,0.026374,-0.000000,3.874506,0.007033,0.000000,
7.880000,3.811649,0.026374,-0.000000,3.811649,0.006154,0.000000,
7.890000,3.463516,0.025495,-0.000000,3.463516,0.007033,0.000000,
7.900000,4.092088,0.025495,-0.000000,4.092088,0.006154,0.000000,
7.910000,3.642417,0.026374,-0.000000,3.642417,0.005275,0.000000,
7.920000,3.584396,0.027253,-0.000000,3.584396,0.005275,0.000000,
7.930000,4.000220,0.026374,-0.000000,4.000220,0.004396,0.000000,
7.940000,3.511868,0.025495,-0.000000,3.511868,0.007912,0.000000,
7.950000,3.903516,0.025495,-0.000000,3.903516,0.007912,0.000000,
7.960000,3.816483,0.025495,-0.000000,3.816483,0.007033,0.000000,
7.970000,3.473187,0.025495,-0.000000,3.473187,0.006154,0.000000,
7.980000,4.072747,0.025495,-0.000000,4.072747,0.007912,0.000000,
7.990000,3.642417,0.025495,-0.000000,3.642417,0.007033,0.000000,
8.000000,3.623077,0.025495,-0.000000,3.623077,0.007033,0.000000,
8.010000,4.019560,0.027253,-0.000000,4.019560,0.007033,0.000000,
8.020000,3.511868,0.026374,-0.000000,3.511868,0.007033,0.000000,
8.030000,3.913187,0.026374,-0.000000,3.913187,0.005275,0.000000,
8.040000,3.801978,0.025495,-0.000000,3.801978,0.006154,0.000000,
8.050000,3.478022,0.026374,-0.000000,3.478022,0.007912,0.000000,
8.060000,4.106594,0.027253,-0.000000,4.106594,0.006154,0.000000,
8.070000,3.627912,0.025495,-0.000000,3.627912,0.007033,0.000000,
8.080000,3.613406,0.024615,-0.000000,3.613406,0.007912,0.000000,
8.090000,4.014725,0.025495,-0.000000,4.014725,0.007033,0.000000,
8.100000,3.492527,0.026374,-0.000000,3.492527,0.006154,0.000000,
8.110000,3.918022,0.025495,-0.000000,3.918022,0.006154,0.000000,
8.120000,3.792308,0.025495,-0.000000,3.792308,0.006154,0.000000,
8.130000,3.482857,0.025495,-0.000000,3.482857,0.007033,0.000000,
8.140000,4.101758,0.025495,-0.000000,4.101758,0.007033,0.000000,
8.150000,3.608571,0.026374,-0.000000,3.608571,0.006154,0.000000,
8.160000,3.627912,0.026374,-0.000000,3.627912,0.005275,0.000000,
8.170000,3.584396,0.025495,-0.000000,3.584396,0.007912,0.000000,
8.180000,3.507033,0.026374,-0.000000,3.507033,0.005275,0.000000,
8.190000,3.937363,0.025495,-0.000000,3.937363,0.005275,0.000000,
8.200000,3.772967,0.025495,-0.000000,3.772967,0.007033,0.000000,
8.210000,3.492527,0.026374,-0.000000,3.492527,0.007033,0.000000,
8.220000,4.096923,0.027253,-0.000000,4.096923,0.007033,0.000000,
8.230000,3.603736,0.026374,-0.000000,3.603736,0.007033,0.000000,
8.240000,3.647253,0.025495,-0.000000,3.647253,0.006154,0.000000,
8.250000,3.961539,0.026374,-0.000000,3.961539,0.006154,0.000000,
8.260000,3.497362,0.026374,-0.000000,3.497362,0.005275,0.000000,
8.270000,3.966374,0.025495,-0.000000,3.966374,0.006154,0.000000,
8.280000,3.739121,0.026374,-0.000000,3.739121,0.007033,0.000000,
8.290000,3.507033,0.025495,-0.000000,3.507033,0.007033,0.000000,
8.300000,4.092088,0.027253,-0.000000,4.092088,0.007033,0.000000,
8.310000,3.613406,0.026374,-0.000000,3.613406,0.005275,0.000000,
8.320000,3.671429,0.025495,-0.000000,3.671429,0.006154,0.000000,
8.330000,3.947033,0.026374,-0.000000,3.947033,0.007912,0.000000,
8.340000,3.492527,0.025495,-0.000000,3.492527,0.007033,0.000000,
8.350000,4.000220,0.026374,-0.000000,4.000220,0.006154,0.000000,
8.360000,3.763297,0.025495,-0.000000,3.763297,0.007033,0.000000,
8.370000,3.478022,0.025495,-0.000000,3.478022,0.007033,0.000000,
8.380000,4.096923,0.026374,-0.000000,4.096923,0.006154,0.000000,
8.390000,3.589231,0.025495,-0.000000,3.589231,0.007033,0.000000,
8.400000,3.710110,0.027253,-0.000000,3.710110,0.006154,0.000000,
8.410000,3.898681,0.026374,-0.000000,3.898681,0.007033,0.000000,
8.420000,3.478022,0.026374,-0.000000,3.478022,0.007033,0.000000,
8.430000,4.000220,0.026374,-0.000000,4.000220,0.007033,0.000000,
8.440000,3.710110,0.026374,-0.000000,3.710110,0.006154,0.000000,
8.450000,3.497362,0.026374,-0.000000,3.497362,0.006154,0.000000,
8.460000,4.092088,0.026374,-0.000000,4.092088,0.007033,0.000000,
8.470000,3.574725,0.025495,-0.000000,3.574725,0.007033,0.000000,
8.480000,3.743956,0.024615,-0.000000,3.743956,0.007912,0.000000,
8.490000,3.318461,0.025495,-0.000000,3.318461,0.007912,0.000000,
8.500000,3.473187,0.027253,-0.000000,3.473187,0.005275,0.000000,
8.510000,4.014725,0.025495,-0.000000,4.014725,0.007033,0.000000,
8.520000,3.719780,0.026374,-0.000000,3.719780,0.006154,0.000000,
8.530000,3.531209,0.025495,-0.000000,3.531209,0.007033,0.000000,
8.540000,4.096923,0.026374,-0.000000,4.096923,0.007033,0.000000,
8.550000,3.569890,0.026374,-0.000000,3.569890,0.006154,0.000000,
8.560000,3.792308,0.026374,-0.000000,3.792308,0.007033,0.000000,
8.570000,3.874506,0.025495,-0.000000,3.874506,0.007033,0.000000,
8.580000,3.478022,0.026374,-0.000000,3.478022,0.007033,0.000000,
8.590000,4.014725,0.026374,-0.000000,4.014725,0.005275,0.000000,
8.600000,3.710110,0.026374,-0.000000,3.710110,0.006154,0.000000,
8.610000,3.531209,0.025495,-0.000000,3.531209,0.007912,0.000000,
8.620000,4.092088,0.025495,-0.000000,4.092088,0.004396,0.000000,
8.630000,3.550550,0.025495,-0.000000,3.550550,0.006154,0.000000,
8.640000,3.797143,0.026374,-0.000000,3.797143,0.005275,0.000000,
8.650000,3.840659,0.026374,-0.000000,3.840659,0.004396,0.000000,
8.660000,3.492527,0.026374,-0.000000,3.492527,0.007033,0.000000,
8.670000,4.043736,0.025495,-0.000000,4.043736,0.006154,0.000000,
8.680000,3.666593,0.025495,-0.000000,3.666593,0.007033,0.000000,
8.690000,3.526374,0.026374,-0.000000,3.526374,0.006154,0.000000,
8.700000,4.053407,0.024615,-0.000000,4.053407,0.007912,0.000000,
8.710000,3.540879,0.025495,-0.000000,3.540879,0.004396,0.000000,
8.720000,3.840659,0.025495,-0.000000,3.840659,0.007033,0.000000,
8.730000,3.840659,0.026374,-0.000000,3.840659,0.005275,0.000000,
8.740000,3.463516,0.026374,-0.000000,3.463516,0.007033,0.000000,
8.750000,4.058242,0.026374,-0.000000,4.058242,0.007033,0.000000,
8.760000,3.618242,0.026374,-0.000000,3.618242,0.007033,0.000000,
8.770000,4.822197,0.202198,-0.000000,4.822197,0.210110,0.000000,
8.780000,5.537802,0.196923,-1.283330,5.537802,0.189890,1.283330,
8.790000,4.880220,0.200440,-1.924995,4.880220,0.173187,1.924995,
8.800000,5.209011,0.160879,-3.849991,5.209011,0.153846,3.208326,
8.810000,3.565055,0.161758,-3.849991,3.565055,0.152088,4.491656,
8.820000,4.715824,0.156484,-5.774986,4.715824,0.134505,5.774986,
8.830000,5.354066,0.137143,-5.774986,5.354066,0.126593,6.416652,
8.840000,4.677143,0.142418,-7.058317,4.677143,0.135385,7.699982,
8.850000,4.841538,0.129231,-8.341647,4.841538,0.114286,7.699982,
8.860000,4.720659,0.132747,-8.341647,4.720659,0.109890,8.983312,
8.870000,4.498242,0.114286,-8.983312,4.498242,0.156484,9.624977,
8.880000,5.194506,0.114286,-10.266643,5.194506,0.109011,10.266643,
8.890000,4.730330,0.110769,-10.266643,4.730330,0.104615,10.908308,
8.900000,4.459560,0.112527,-10.908308,4.459560,0.095824,11.549973,
8.910000,5.267033,0.128352,-12.191638,5.267033,0.097582,12.191638,
8.920000,4.493407,0.101099,-12.191638,4.493407,0.135385,12.191638,
8.930000,4.672307,0.121319,-12.191638,4.672307,0.089670,12.833303,
8.940000,4.735165,0.098462,-12.833303,4.735165,0.091429,13.474968,
8.950000,4.406374,0.110769,-14.116634,4.406374,0.095824,14.116634,
8.960000,4.943077,0.104615,-14.116634,4.943077,0.092308,14.758299,
8.970000,4.474066,0.097582,-14.116634,4.474066,0.091429,15.399964,
8.980000,4.406374,0.095824,-15.399964,4.406374,0.087033,14.758299,
8.990000,5.107472,0.122198,-14.758299,5.107472,0.087912,16.041629,
9.000000,4.430549,0.094066,-16.041629,4.430549,0.102857,16.041629,
9.010000,4.609451,0.093187,-15.399964,4.609451,0.083516,16.041629,
9.020000,4.706154,0.095824,-16.683294,4.706154,0.081758,16.683294,
9.030000,4.319341,0.100220,-16.683294,4.319341,0.082637,17.324959,
9.040000,4.889890,0.092308,-16.683294,4.889890,0.082637,17.324959,
9.050000,4.633626,0.091429,-17.324959,4.633626,0.077363,17.966625,
9.060000,4.217802,0.094945,-17.324959,4.217802,0.079121,17.966625,
9.070000,5.034945,0.106374,-17.966625,5.034945,0.079121,17.966625,
9.080000,4.362857,0.090549,-17.966625,4.362857,0.081758,18.608290,
9.090000,4.507912,0.093187,-18.608290,4.507912,0.083516,18.608290,
9.100000,4.628791,0.090549,-18.608290,4.628791,0.076484,19.249955,
9.110000,4.304835,0.093187,-18.608290,4.304835,0.078242,18.608290,
9.120000,4.846374,0.090549,-19.249955,4.846374,0.081758,19.249955,
9.130000,4.493407,0.092308,-18.608290,4.493407,0.079121,19.891620,
9.140000,4.208132,0.091429,-19.891620,4.208132,0.079121,19.891620,
9.150000,5.005934,0.080879,-19.891620,5.005934,0.076484,19.891620,
9.160000,4.290329,0.094066,-20.533285,4.290329,0.076484,21.174950,
9.170000,4.652967,0.092308,-19.891620,4.652967,0.077363,19.891620,
9.180000,4.759341,0.090549,-20.533285,4.759341,0.075604,21.174950,
9.190000,4.290329,0.091429,-20.533285,4.290329,0.075604,20.533285,
9.200000,4.952747,0.093187,-20.533285,4.952747,0.077363,21.174950,
9.210000,4.522418,0.094066,-21.174950,4.522418,0.077363,20.533285,
9.220000,4.314506,0.070330,-20.533285,4.314506,0.078242,21.816616,
9.230000,4.885055,0.088791,-21.174950,4.885055,0.097582,20.533285,
9.240000,4.217802,0.089670,-21.174950,4.217802,0.074725,21.816616,
9.250000,4.604615,0.078242,-21.174950,4.604615,0.073846,21.174950,
9.260000,4.662637,0.087912,-21.816616,4.662637,0.073846,21.816616,
9.270000,4.266154,0.088791,-21.816616,4.266154,0.076484,21.816616,
9.280000,4.943077,0.089670,-21.174950,4.943077,0.074725,21.816616,
9.290000,4.522418,0.088791,-21.816616,4.522418,0.072967,22.458281,
9.300000,4.198462,0.087033,-22.458281,4.198462,0.075604,21.816616,
9.310000,5.015604,0.092308,-21.816616,5.015604,0.072967,22.458281,
9.320000,4.193626,0.087912,-22.458281,4.193626,0.076484,22.458281,
9.330000,4.522418,0.086154,-21.816616,4.522418,0.074725,22.458281,
9.340000,4.701319,0.088791,-23.099946,4.701319,0.072967,23.099946,
9.350000,4.261319,0.087912,-22.458281,4.261319,0.075604,22.458281,
9.360000,4.827033,0.089670,-22.458281,4.827033,0.073846,22.458281,
9.370000,4.420879,0.086154,-22.458281,4.420879,0.072088,23.099946,
9.380000,4.222638,0.108132,-23.099946,4.222638,0.076484,22.458281,
9.390000,4.827033,0.086154,-22.458281,4.827033,0.065055,23.099946,
9.400000,4.416044,0.084396,-23.099946,4.416044,0.072088,23.099946,
9.410000,4.710989,0.098462,-23.099946,4.710989,0.072967,23.099946,
9.420000,4.648132,0.087033,-23.099946,4.648132,0.075604,23.741611,
9.430000,4.251648,0.087912,-23.099946,4.251648,0.075604,23.099946,
9.440000,4.802857,0.087912,-23.099946,4.802857,0.072088,23.099946,
9.450000,4.300000,0.086154,-23.741611,4.300000,0.098462,23.099946,
9.460000,3.830989,0.085275,-23.099946,3.830989,0.072088,23.741611,
9.470000,4.807693,0.107253,-23.741611,4.807693,0.074725,23.099946,
9.480000,4.159780,0.074725,-23.099946,4.159780,0.072967,23.741611,
9.490000,4.701319,0.086154,-23.741611,4.701319,0.072967,23.741611,
9.500000,4.623956,0.069451,-23.741611,4.623956,0.072088,23.099946,
9.510000,4.106594,0.080879,-23.099946,4.106594,0.074725,23.741611,
9.520000,4.827033,0.087033,-23.741611,4.827033,0.073846,23.099946,
9.530000,4.309670,0.087912,-23.741611,4.309670,0.070330,23.741611,
9.540000,4.435384,0.086154,-23.099946,4.435384,0.073846,23.741611,
9.550000,4.909231,0.087912,-24.383276,4.909231,0.072088,24.383276,
9.560000,4.430549,0.086154,-24.383276,4.430549,0.070330,24.383276,
9.570000,4.740000,0.086154,-23.741611,4.740000,0.072088,23.741611,
9.580000,4.493407,0.087033,-24.383276,4.493407,0.075604,23.741611,
9.590000,4.121099,0.087912,-23.741611,4.121099,0.071209,24.383276,
9.600000,4.933406,0.082637,-24.383276,4.933406,0.108132,23.741611,
9.610000,4.416044,0.085275,-23.741611,4.416044,0.072967,24.383276,
9.620000,4.411209,0.083516,-24.383276,4.411209,0.072088,24.383276,
9.630000,4.764176,0.086154,-24.383276,4.764176,0.072088,23.741611,
9.640000,4.164615,0.086154,-23.741611,4.164615,0.072967,24.383276,
9.650000,4.759341,0.088791,-24.383276,4.759341,0.072088,23.741611,
9.660000,4.416044,0.087033,-23.741611,4.416044,0.070330,24.383276,
9.670000,4.251648,0.085275,-24.383276,4.251648,0.074725,24.383276,
9.680000,4.827033,0.086154,-24.383276,4.827033,0.069451,23.741611,
9.690000,4.387033,0.094066,-24.383276,4.387033,0.071209,24.383276,
9.700000,4.275824,0.085275,-24.383276,4.275824,0.070330,24.383276,
9.710000,4.856044,0.086154,-24.383276,4.856044,0.073846,24.383276,
9.720000,4.101758,0.072088,-24.383276,4.101758,0.071209,23.741611,
9.730000,4.793187,0.087912,-24.383276,4.793187,0.071209,24.383276,
9.740000,4.430549,0.084396,-24.383276,4.430549,0.072967,24.383276,
9.750000,4.256484,0.085275,-24.383276,4.256484,0.071209,24.383276,
9.760000,4.851209,0.087033,-24.383276,4.851209,0.074725,24.383276,
9.770000,4.406374,0.088791,-24.383276,4.406374,0.072967,24.383276,
9.780000,4.241978,0.089670,-35.291584,4.241978,0.072088,34.649919,
9.790000,4.778681,0.086154,-24.383276,4.778681,0.073846,24.383276,
9.800000,4.449890,0.086154,-24.383276,4.449890,0.070330,24.383276,
9.810000,4.251648,0.086154,-24.383276,4.251648,0.070330,24.383276,
9.820000,5.054286,0.088791,-25.024941,5.054286,0.073846,24.383276,
9.830000,4.241978,0.063297,-24.383276,4.241978,0.073846,25.024941,
9.840000,4.411209,0.115165,-24.383276,4.411209,0.069451,24.383276,
9.850000,4.735165,0.085275,-25.024941,4.735165,0.085275,24.383276,
9.860000,4.280659,0.084396,-24.383276,4.280659,0.072088,24.383276,
9.870000,4.798022,0.087912,-25.024941,4.798022,0.072967,25.024941,
9.880000,4.425714,0.085275,-24.383276,4.425714,0.077363,24.383276,
9.890000,4.251648,0.084396,-25.024941,4.251648,0.069451,24.383276,
9.900000,4.846374,0.118681,-24.383276,4.846374,0.071209,24.383276,
9.910000,4.208132,0.082637,-25.024941,4.208132,0.068571,25.024941,
9.920000,4.488572,0.087912,-24.383276,4.488572,0.069451,24.383276,
9.930000,4.710989,0.087033,-25.024941,4.710989,0.071209,24.383276,
9.940000,4.067912,0.076484,-24.383276,4.067912,0.070330,25.024941,
9.950000,4.836703,0.083516,-25.024941,4.836703,0.110769,24.383276,
9.960000,4.710989,0.084396,-25.024941,4.710989,0.069451,24.383276,
9.970000,4.169450,0.087033,-24.383276,4.169450,0.072967,25.024941,
9.980000,4.981758,0.087912,-25.024941,4.981758,0.070330,24.383276,
9.990000,4.222638,0.087033,-25.024941,4.222638,0.071209,24.383276,
10.000000,4.353187,0.088791,-24.383276,4.353187,0.068571,25.024941,
10.010000,4.793187,0.065055,-25.024941,4.793187,0.074725,24.383276,
10.020000,4.096923,0.085275,-25.024941,4.096923,0.073846,24.383276,
10.030000,4.715824,0.086154,-25.024941,4.715824,0.071209,25.024941,
10.040000,4.599780,0.087033,-24.383276,4.599780,0.070330,24.383276,
10.050000,4.169450,0.089670,-25.024941,4.169450,0.070330,24.383276,
10.060000,4.856044,0.103736,-25.024941,4.856044,0.073846,25.024941,
10.070000,4.333846,0.083516,-25.024941,4.333846,0.058022,24.383276,
10.080000,4.135604,0.084396,-24.383276,4.135604,0.070330,25.024941,
10.090000,3.487692,0.086154,-25.024941,3.487692,0.071209,24.383276,
10.100000,4.193626,0.105495,-25.024941,4.193626,0.069451,25.024941,
10.110000,4.875385,0.085275,-25.024941,4.875385,0.055385,24.383276,
10.120000,4.387033,0.087033,-25.024941,4.387033,0.067692,25.024941,
10.130000,4.125934,0.086154,-25.024941,4.125934,0.071209,25.024941,
10.140000,4.976923,0.083516,-25.024941,4.976923,0.070330,24.383276,
10.150000,4.014725,0.082637,-25.024941,4.014725,0.068571,25.024941,
10.160000,4.391868,0.086154,-25.024941,4.391868,0.071209,24.383276,
10.170000,4.619121,0.083516,-25.024941,4.619121,0.072967,25.024941,
10.180000,4.227473,0.087912,-25.024941,4.227473,0.073846,24.383276,
10.190000,4.870550,0.087912,-25.024941,4.870550,0.071209,25.024941,
10.200000,4.372528,0.085275,-25.024941,4.372528,0.069451,24.383276,
