α,θ,L Enc,R Enc,L_u,R_u,X,Y,θ,error,L_P,R_P,L_I,R_I,L_D,R_D
-3.140731,2.431276,-11,-41,-0.445490,0.399730,-1.625466,0.000000,-18.716103,-0.024722,-0.445003,-0.445003,-0.000000,-0.000000,-0.000486,-0.000486
-3.139888,2.315812,-11,-34,-0.467183,0.419195,-1.693611,0.000000,-19.130619,-0.025565,-0.460174,-0.460174,-0.000000,-0.000000,-0.007010,-0.007010
-3.140977,2.198901,-12,-44,-0.441619,0.396257,-1.752901,0.000000,-19.428352,-0.024476,-0.440574,-0.440574,-0.000000,-0.000000,-0.001044,-0.001044
-3.138015,2.085232,-13,-50,-0.507784,0.455626,-1.819891,0.000000,-19.782555,-0.027439,-0.493901,-0.500815,-0.000000,-0.000000,-0.011523,-0.011523
-3.138542,1.965608,-15,-45,-0.476805,0.427829,-1.896505,0.000000,-20.158571,-0.026912,-0.484408,-0.484408,-0.000000,-0.000000,0.007603,0.007603
-3.136927,1.857717,-15,-42,-0.517490,0.464335,-1.971067,0.000000,-20.521753,-0.028526,-0.513470,-0.513470,-0.000000,-0.000000,-0.004020,-0.004020
-3.139435,1.752599,-16,-29,-0.445573,0.399804,-2.034078,0.000000,-20.741207,-0.026018,-0.468332,-0.468332,-0.000000,-0.000000,0.022759,0.022759
-3.134878,1.646754,-18,-54,-0.579739,0.520189,-2.106972,0.000000,-21.038942,-0.030575,-0.550356,-0.550356,-0.000000,-0.000000,-0.029383,-0.029383
-3.138993,1.545465,-20,-27,-0.416319,0.373555,-2.181149,0.000000,-21.287909,-0.026461,-0.476293,-0.476293,-0.000000,-0.000000,0.059974,0.059974
-3.138802,1.446299,-20,-28,-0.521634,0.468053,-2.241594,0.000000,-21.386730,-0.026652,-0.479735,-0.479735,-0.000000,-0.000000,-0.041900,-0.041900
-3.129927,1.347081,-23,-57,-0.641963,0.576022,-2.344003,0.000000,-21.884663,-0.035526,-0.639474,-0.639474,-0.000000,-0.000000,-0.002489,-0.002489
-3.136687,1.252271,-23,-30,-0.524369,0.470507,-2.419078,0.000000,-22.057915,-0.028766,-0.517796,-0.517796,-0.000000,-0.000000,-0.006573,-0.006573
3.076352,1.321892,-17,2,1.000000,-0.897282,-2.489276,0.000000,-22.164429,0.041379,0.744830,0.744830,0.000000,0.000000,0.793541,0.793541
-3.092217,1.640286,-13,-2,-1.000000,0.897282,-2.455525,0.000000,-21.957811,-0.073237,-1.318262,-1.318262,-0.000000,-0.000000,-0.967305,-0.967305
-3.126909,1.870067,-7,-20,-0.569328,0.510847,-2.522771,0.000000,-22.014280,-0.038544,-0.693796,-0.693796,-0.000000,-0.000000,0.124469,0.124469
-3.118750,1.869746,0,0,-0.911251,0.817649,-2.532011,0.000000,-22.106682,-0.046704,-0.840670,-0.840670,-0.000000,-0.000000,-0.070581,-0.070581
-3.117721,1.869642,0,0,-0.846538,0.759583,-2.535990,0.000000,-22.143902,-0.047732,-0.859183,-0.859183,-0.000000,-0.000000,0.012646,0.012646
-3.118315,1.869727,0,0,-0.840969,0.754586,-2.535990,0.000000,-22.143902,-0.047139,-0.848493,-0.848493,-0.000000,-0.000000,0.007524,0.007524
-3.118985,1.869897,0,0,-0.834134,0.748453,-2.535990,0.000000,-22.143902,-0.046468,-0.836430,-0.836430,-0.000000,-0.000000,0.002296,0.002296
-3.119631,1.870003,0,0,-0.822632,0.738133,-2.535990,0.000000,-22.143902,-0.045822,-0.824800,-0.824800,-0.000000,-0.000000,0.002167,0.002167
-3.120246,1.870140,0,0,-0.811696,0.728321,-2.535990,0.000000,-22.143902,-0.045207,-0.813728,-0.813728,-0.000000,-0.000000,0.002031,0.002031
-3.120861,1.870301,0,0,-0.801437,0.719115,-2.535990,0.000000,-22.143902,-0.044592,-0.802660,-0.802660,-0.000000,-0.000000,0.001223,0.001223
-3.121348,1.870477,0,0,-0.792630,0.711213,-2.535990,0.000000,-22.143902,-0.044105,-0.793896,-0.793896,-0.000000,-0.000000,0.001266,0.001266
-3.121778,1.870638,0,0,-0.786197,0.705441,-2.535990,0.000000,-22.143902,-0.043675,-0.786154,-0.786154,-0.000000,-0.000000,-0.000043,-0.000043
-3.122375,1.870743,0,0,-0.769645,0.690589,-2.535990,0.000000,-22.143902,-0.043079,-0.775417,-0.775417,-0.000000,-0.000000,0.005772,0.005772
-3.114226,1.877332,0,-21,-0.982825,0.881872,-2.540995,0.000000,-22.193953,-0.051227,-0.922093,-0.922093,-0.000000,-0.000000,-0.060732,-0.060732
-3.130505,1.825166,-34,-55,-0.632430,0.567468,-2.637501,0.000000,-22.620020,-0.034949,-0.629076,-0.629076,-0.000000,-0.000000,-0.003355,-0.003355
-3.059403,1.870057,-55,-62,-1.000000,0.897282,-2.772764,0.000000,-22.794554,-0.106051,-1.908910,-1.908910,-0.000000,-0.000000,-0.074522,-0.074522
-3.057297,1.837287,-66,-70,-1.000000,0.897282,-2.936774,0.000000,-22.866419,-0.108157,-1.946821,-1.946821,-0.000000,-0.000000,0.044832,0.044832
-3.111927,1.740173,-66,-70,-0.726887,0.652223,-3.105788,0.000000,-22.911335,-0.053526,-0.963472,-0.963472,-0.000000,-0.000000,0.236585,0.236585
3.119900,1.530421,-57,-58,0.012621,-0.011325,-3.271338,0.000000,-23.003740,-0.002168,-0.039027,-0.039027,-0.000000,-0.000000,0.051649,0.051649
3.128617,1.278114,-50,-50,-0.263690,0.236605,-3.416483,0.000000,-23.133358,-0.010885,-0.195934,-0.195934,-0.000000,-0.000000,-0.067756,-0.067756
-3.132005,1.011496,-44,-46,-0.653576,0.586442,-3.534549,0.000000,-23.143627,-0.033449,-0.602078,-0.602078,-0.000000,-0.000000,-0.051498,-0.051498
-3.127285,0.750940,-47,-49,-0.665106,0.596788,-3.654798,0.000000,-23.160315,-0.038168,-0.687029,-0.687029,-0.000000,-0.000000,0.021923,0.021923
-3.140752,0.539481,-44,-46,-0.423819,0.380285,-3.788906,0.000000,-23.189838,-0.024701,-0.444626,-0.444626,-0.000000,-0.000000,0.020807,0.020807
-3.139582,0.425071,-43,-43,-0.466059,0.418186,-3.902994,0.000000,-23.203959,-0.025871,-0.465680,-0.465680,-0.000000,-0.000000,-0.000379,-0.000379
-3.135659,0.343117,-37,-38,-0.571729,0.513003,-4.009511,0.000000,-23.211660,-0.029795,-0.536310,-0.536310,-0.000000,-0.000000,-0.035419,-0.035419
-3.117143,0.287123,-45,-48,-0.933747,0.837835,-4.121417,0.000000,-23.232199,-0.048310,-0.869582,-0.869582,-0.000000,-0.000000,-0.064166,-0.064166
-3.109473,0.241254,-60,-64,-1.000000,0.897282,-4.267588,0.000000,-23.287376,-0.055980,-1.007645,-1.007645,-0.000000,-0.000000,-0.006037,-0.006037
-3.108813,0.197633,-63,-65,-1.000000,0.897282,-4.433137,0.000000,-23.331011,-0.056641,-1.019532,-1.019532,-0.000000,-0.000000,0.017316,0.017316
-3.118385,0.157420,-64,-65,-0.813982,0.730372,-4.600484,0.000000,-23.361818,-0.047068,-0.847227,-0.847227,-0.000000,-0.000000,0.033245,0.033245
-3.133415,0.139398,-59,-60,-0.529269,0.474904,-4.758590,0.000000,-23.382357,-0.032039,-0.576698,-0.576698,-0.000000,-0.000000,0.047429,0.047429
3.100926,0.092414,-45,-26,0.593176,-0.532246,-4.888593,0.000000,-23.280973,0.016806,0.302510,0.302510,0.000000,0.000000,0.290666,0.290666
3.132001,0.083653,23,20,-1.000000,0.897282,-4.841238,0.000000,-23.161623,-0.014270,-0.256853,-0.256853,-0.000000,-0.000000,-0.845597,-0.845597
3.103338,0.105335,-12,-10,0.746688,-0.669990,-4.863696,0.000000,-23.175743,0.014394,0.259084,0.259084,0.000000,0.000000,0.487604,0.487604
3.140867,0.111844,-2,-2,-0.188019,0.168706,-4.840852,0.000000,-23.047407,-0.023135,-0.416438,-0.416438,-0.000000,-0.000000,0.228419,0.228419
3.120384,0.122475,-2,0,-0.039300,0.035264,-4.843034,0.000000,-23.040989,-0.002653,-0.047748,-0.047748,-0.000000,-0.000000,0.008447,0.008447
3.121681,0.123426,0,0,-0.093580,0.083967,-4.760387,0.000000,-22.211958,-0.003949,-0.071085,-0.071085,-0.000000,-0.000000,-0.022495,-0.022495
3.127501,0.121683,0,0,-0.176591,0.158452,-4.760387,0.000000,-22.211958,-0.009770,-0.175854,-0.175854,-0.000000,-0.000000,-0.000737,-0.000737
3.123778,0.121011,0,0,-0.088859,0.079732,-4.760387,0.000000,-22.211958,-0.006046,-0.108829,-0.108829,-0.000000,-0.000000,0.019970,0.019970
3.116065,0.120353,0,0,0.050899,-0.045671,-4.760259,0.000000,-22.213242,0.001667,0.030006,0.030006,0.000000,0.000000,0.020893,0.020893
3.111301,0.121454,0,54,0.125110,-0.112259,-4.749094,0.000000,-22.109293,0.006430,0.115747,0.115747,0.000000,0.000000,0.009363,0.009363
3.118635,0.120975,-1,0,-0.049567,0.044476,-4.738186,0.000000,-21.997643,-0.000904,-0.016265,-0.016265,-0.000000,-0.000000,-0.033302,-0.033302
3.133487,0.120352,0,0,-0.336024,0.301509,-4.738699,0.000000,-21.995075,-0.015755,-0.283589,-0.283589,-0.000000,-0.000000,-0.052435,-0.052435
-3.137763,0.123626,-2,-3,-0.479956,0.430656,-4.740752,0.000000,-21.992508,-0.027690,-0.498424,-0.498424,-0.000000,-0.000000,0.018468,0.018468
3.132577,0.117457,-3,-177,-0.247287,0.221886,-4.792984,0.000000,-22.442955,-0.014846,-0.267221,-0.267221,-0.000000,-0.000000,0.019934,0.019934
3.133948,0.110962,-2,-1,-0.317124,0.284550,-4.902709,0.000000,-23.496569,-0.016217,-0.291897,-0.291897,-0.000000,-0.000000,-0.025227,-0.025227
-3.139509,0.103090,-2,-4,-0.425372,0.381679,-5.026936,0.000000,-24.708036,-0.025944,-0.466993,-0.466993,-0.000000,-0.000000,0.041621,0.041621
3.114732,0.106316,-1,0,0.114547,-0.102781,-5.043490,0.000000,-24.796585,0.003000,0.054000,0.054000,0.000000,0.000000,0.060546,0.060546
3.126099,0.108449,0,0,-0.184998,0.165995,-5.042593,0.000000,-24.792734,-0.008368,-0.150616,-0.150616,-0.000000,-0.000000,-0.034382,-0.034382
3.138496,0.109247,-1,0,-0.410458,0.368297,-5.042721,0.000000,-24.791451,-0.020764,-0.373758,-0.373758,-0.000000,-0.000000,-0.036700,-0.036700
3.133125,0.101857,-3,-24,-0.221578,0.198818,-5.126908,0.000000,-25.587118,-0.015393,-0.277074,-0.277074,-0.000000,-0.000000,0.055497,0.055497
3.126598,0.083320,0,-1,-0.191435,0.171772,-5.132169,0.000000,-25.619207,-0.008866,-0.159585,-0.159585,-0.000000,-0.000000,-0.031850,-0.031850
3.138933,0.065903,-2,-252,-0.411840,0.369537,-5.166947,0.000000,-25.959293,-0.021201,-0.381620,-0.381620,-0.000000,-0.000000,-0.030220,-0.030220
3.136327,0.054945,-2,-110,-0.297864,0.267268,-5.275260,0.000000,-26.993658,-0.018595,-0.334714,-0.334714,-0.000000,-0.000000,0.036850,0.036850
3.133105,0.037775,0,-3,-0.282018,0.253050,-5.309782,0.000000,-27.297810,-0.015373,-0.276718,-0.276718,-0.000000,-0.000000,-0.005300,-0.005300
3.139468,0.006991,-1,-4,-0.374338,0.335887,-5.342506,0.000000,-27.601961,-0.021736,-0.391246,-0.391246,-0.000000,-0.000000,0.016909,0.016909
3.136613,-0.039175,-2,-35,-0.317462,0.284853,-5.394482,0.000000,-28.072941,-0.018881,-0.339864,-0.339864,-0.000000,-0.000000,0.022402,0.022402
3.136189,-0.086621,-2,-29,-0.360981,0.323902,-5.411036,0.000000,-28.197424,-0.018457,-0.332221,-0.332221,-0.000000,-0.000000,-0.028760,-0.028760
-3.140682,-0.153640,0,-8,-0.412096,0.369766,-5.438243,0.000000,-28.438688,-0.024772,-0.445892,-0.445892,-0.000000,-0.000000,0.033796,0.033796
3.133997,-0.230029,-3,-9,-0.291867,0.261887,-5.452744,0.000000,-28.527239,-0.016265,-0.292768,-0.292768,-0.000000,-0.000000,0.000901,0.000901
3.140792,-0.306072,-1,-9,-0.452785,0.406276,-5.477512,0.000000,-28.726154,-0.023060,-0.415077,-0.415077,-0.000000,-0.000000,-0.037708,-0.037708
3.139036,-0.381579,-3,-28,-0.364675,0.327216,-5.499457,0.000000,-28.876307,-0.021304,-0.383479,-0.383479,-0.000000,-0.000000,0.018804,0.018804
3.136372,-0.457980,-4,-60,-0.347754,0.312034,-5.558747,0.000000,-29.381939,-0.018640,-0.335516,-0.335516,-0.000000,-0.000000,-0.012238,-0.012238
3.141521,-0.538499,-3,-9,-0.449779,0.403578,-5.607643,0.000000,-29.791321,-0.023790,-0.428214,-0.428214,-0.000000,-0.000000,-0.021565,-0.021565
3.140978,-0.623758,-5,-11,-0.401678,0.360418,-5.629716,0.000000,-29.906824,-0.023246,-0.418429,-0.418429,-0.000000,-0.000000,0.016751,0.016751
3.140346,-0.714138,-4,-53,-0.412055,0.369729,-5.692728,0.000000,-30.426573,-0.022614,-0.407048,-0.407048,-0.000000,-0.000000,-0.005007,-0.005007
-3.140260,-0.806527,-5,-12,-0.440304,0.395077,-5.723271,0.000000,-30.611376,-0.025193,-0.453479,-0.453479,-0.000000,-0.000000,0.013175,0.013175
3.139308,-0.902155,-6,-100,-0.378116,0.339276,-5.797832,0.000000,-31.215824,-0.021577,-0.388380,-0.388380,-0.000000,-0.000000,0.010264,0.010264
-3.141286,-1.004915,-6,-39,-0.454004,0.407370,-5.894596,0.000000,-32.042290,-0.024167,-0.435013,-0.435013,-0.000000,-0.000000,-0.018992,-0.018992
-3.140424,-1.124977,-6,-39,-0.442706,0.397232,-5.949137,0.000000,-32.420872,-0.025029,-0.450531,-0.450531,-0.000000,-0.000000,0.007825,0.007825
3.141588,-1.241641,-6,-86,-0.433069,0.388585,-6.050520,0.000000,-33.267872,-0.023856,-0.429407,-0.429407,-0.000000,-0.000000,-0.003662,-0.003662
-3.140141,-1.359919,-8,-35,-0.444219,0.398590,-6.136632,0.000000,-33.951885,-0.025312,-0.455620,-0.455620,-0.000000,-0.000000,0.011401,0.011401
-3.138448,-1.474619,-8,-39,-0.493071,0.442424,-6.230572,0.000000,-34.691086,-0.027005,-0.486090,-0.486090,-0.000000,-0.000000,-0.006981,-0.006981
-3.140269,-1.586327,-10,-85,-0.441577,0.396219,-6.322715,0.000000,-35.381516,-0.025185,-0.453329,-0.453329,-0.000000,-0.000000,0.011752,0.011752
-3.139958,-1.694695,-11,-43,-0.455473,0.408688,-6.417297,0.000000,-36.078358,-0.025496,-0.458921,-0.458921,-0.000000,-0.000000,0.003448,0.003448
-3.138001,-1.801189,-11,-59,-0.492393,0.441816,-6.492628,0.000000,-36.557041,-0.027453,-0.494146,-0.494146,-0.000000,-0.000000,0.001752,0.001752
-3.138820,-1.903084,-13,-84,-0.473056,0.424464,-6.577841,0.000000,-37.103745,-0.026633,-0.479400,-0.479400,-0.000000,-0.000000,0.006344,0.006344
-3.138203,-2.004625,-14,-60,-0.498253,0.447073,-6.666263,0.000000,-37.661995,-0.027250,-0.490506,-0.490506,-0.000000,-0.000000,-0.007746,-0.007746
-3.137581,-2.111115,-14,-56,-0.498936,0.447687,-6.752373,0.000000,-38.181747,-0.027873,-0.501712,-0.501712,-0.000000,-0.000000,0.002775,0.002775
-3.135842,-2.216714,-16,-43,-0.553300,0.496466,-6.832068,0.000000,-38.606533,-0.029611,-0.533001,-0.533001,-0.000000,-0.000000,-0.020299,-0.020299
-3.136802,-2.329055,-16,-42,-0.525495,0.471518,-6.906886,0.000000,-38.915817,-0.028652,-0.515732,-0.515732,-0.000000,-0.000000,-0.009763,-0.009763
-3.130153,-2.428999,-18,-60,-0.671538,0.602559,-6.976184,0.000000,-39.175049,-0.035301,-0.635410,-0.635410,-0.000000,-0.000000,-0.036128,-0.036128
3.140306,-2.522736,-20,-28,-0.383287,0.343917,-7.048307,0.000000,-39.382950,-0.022574,-0.406340,-0.406340,-0.000000,-0.000000,0.023053,0.023053
-3.130716,-2.610911,-20,-47,-0.694234,0.622924,-7.119661,0.000000,-39.601116,-0.034737,-0.625269,-0.625269,-0.000000,-0.000000,-0.068965,-0.068965
-3.134361,-2.701020,-23,-41,-0.534346,0.479459,-7.226562,0.000000,-40.115738,-0.031093,-0.559673,-0.559673,-0.000000,-0.000000,0.025327,0.025327
-3.130636,-2.787395,-22,-47,-0.648988,0.582326,-7.309208,0.000000,-40.377533,-0.034818,-0.626715,-0.626715,-0.000000,-0.000000,-0.022273,-0.022273
-3.132541,-2.876435,-25,-44,-0.572513,0.513706,-7.403790,0.000000,-40.707352,-0.032913,-0.592426,-0.592426,-0.000000,-0.000000,0.019913,0.019913
-3.129399,-2.968783,-26,-45,-0.660740,0.592870,-7.489132,0.000000,-40.921669,-0.036055,-0.648988,-0.648988,-0.000000,-0.000000,-0.011752,-0.011752
-3.131274,-3.057364,-28,-34,-0.601382,0.539610,-7.578067,0.000000,-41.125725,-0.034179,-0.615223,-0.615223,-0.000000,-0.000000,0.013840,0.013840
-3.128625,3.135643,-29,-55,-0.664326,0.596088,-7.670723,0.000000,-41.325928,-0.036828,-0.662910,-0.662910,-0.000000,-0.000000,-0.001416,-0.001416
-3.127215,3.039704,-30,-43,-0.679601,0.609794,-7.772106,0.000000,-41.485065,-0.038239,-0.688299,-0.688299,-0.000000,-0.000000,0.008698,0.008698
-3.128217,2.954235,-35,-44,-0.684941,0.614586,-7.866047,0.000000,-41.590302,-0.037237,-0.670257,-0.670257,-0.000000,-0.000000,-0.014684,-0.014684
-3.122733,2.868895,-35,-43,-0.799168,0.717079,-7.963837,0.000000,-41.705799,-0.042720,-0.768963,-0.768963,-0.000000,-0.000000,-0.030205,-0.030205
-3.128955,2.778157,-36,-44,-0.596883,0.535573,-8.067016,0.000000,-41.795635,-0.036499,-0.656979,-0.656979,-0.000000,-0.000000,0.060096,0.060096
-3.119087,2.696539,-37,-44,-0.857684,0.769585,-8.170966,0.000000,-41.877773,-0.046366,-0.834589,-0.834589,-0.000000,-0.000000,-0.023096,-0.023096
-3.125772,2.618188,-41,-46,-0.696546,0.624998,-8.283385,0.000000,-41.962475,-0.039681,-0.714263,-0.714263,-0.000000,-0.000000,0.017717,0.017717
-3.115799,2.535671,-46,-52,-0.876779,0.786718,-8.400297,0.000000,-42.043335,-0.049654,-0.893773,-0.893773,-0.000000,-0.000000,0.016994,0.016994
-3.124553,2.457967,-44,-50,-0.794892,0.713242,-8.535945,0.000000,-42.129330,-0.040900,-0.736205,-0.736205,-0.000000,-0.000000,-0.058687,-0.058687
-3.115703,2.385372,-48,-55,-0.821704,0.737300,-8.665946,0.000000,-42.199917,-0.049751,-0.895511,-0.895511,-0.000000,-0.000000,0.073807,0.073807
3.124846,2.252313,-44,-56,0.035199,-0.031584,-8.795050,0.000000,-42.325687,-0.007114,-0.128051,-0.128051,-0.000000,-0.000000,0.163250,0.163250
3.112748,2.113443,-28,-153,0.012566,-0.011275,-8.931853,0.000000,-42.833889,0.004984,0.089706,0.089706,0.000000,0.000000,-0.077140,-0.077140
3.035851,2.007512,33,29,1.000000,-0.897282,-8.968943,0.000000,-43.089275,0.081881,1.473850,1.473850,0.000000,0.000000,0.373793,0.373793
2.862859,1.847885,55,56,1.000000,-0.897282,-8.841124,0.000000,-43.089279,0.254873,4.587706,4.587706,0.000000,0.000000,0.468435,0.468435
2.771744,1.723383,64,68,1.000000,-0.897282,-8.675317,0.000000,-43.048214,0.345988,6.227789,6.227789,0.000000,0.000000,0.143552,0.143552
2.756971,1.722733,64,67,1.000000,-0.897282,-8.503608,0.000000,-43.004578,0.360760,6.493688,6.493688,0.000000,0.000000,-0.050139,-0.050139
2.776814,1.809458,63,67,1.000000,-0.897282,-8.330099,0.000000,-42.960941,0.340918,6.136521,6.136521,0.000000,0.000000,-0.119262,-0.119262
2.837017,1.960041,68,71,1.000000,-0.897282,-8.156850,0.000000,-42.919876,0.280715,5.052866,5.052866,0.000000,0.000000,-0.224118,-0.224118
2.927652,2.160444,63,68,1.000000,-0.897282,-7.982957,0.000000,-42.874962,0.190080,3.421443,3.421443,0.000000,0.000000,-0.264473,-0.264473
3.009621,2.390377,66,69,1.000000,-0.897282,-7.808809,0.000000,-42.830044,0.108110,1.945988,1.945988,0.000000,0.000000,-0.203812,-0.203812
3.065792,2.638782,64,68,0.819697,-0.735500,-7.618619,0.000000,-42.778709,0.051939,0.934911,0.934911,0.000000,0.000000,-0.115213,-0.115213
3.079431,2.864927,60,64,0.722338,-0.648141,-7.452684,0.000000,-42.733791,0.038301,0.689422,0.689422,0.000000,0.000000,0.032916,0.032916
3.059139,3.077754,63,67,1.000000,-0.897282,-7.293424,0.000000,-42.686302,0.058592,1.054662,1.054662,0.000000,0.000000,0.071182,0.071182
3.043971,-3.019562,63,65,1.000000,-0.897282,-7.125436,0.000000,-42.636250,0.073761,1.327693,1.327693,0.000000,0.000000,-0.008247,-0.008247
